bnumber	Site
b2918	TU0-8343
b2919	TU0-8343
b2920	TU0-8343
b2921	TU0-13798
b2922	TU0-8202
b2922	TU0-8203
b2923	TU0-13799
b2924	TU0-13800
b2925	TU0-14816
b2925	TU0-14818
b2925	TU0-45273
b2925	TU0-8081
b2925	TU0-8082
b2926	TU0-14814
b2926	TU0-14816
b2926	TU0-14817
b2926	TU0-14818
b2926	TU0-45273
b2926	TU0-45274
b2926	TU0-8081
b2926	TU0-8082
b2926	TU0-8083
b2926	TU00443
b2927	TU0-45273
b2927	TU0-45274
b2927	TU0-8082
b2927	TU00443
b2928	TU0-13801
b2928	TU0-14493
b2929	TU0-13801
b2929	TU0-14493
b2930	TU0-13801
b2931	TU0-13801
b2933	TU0-13801
b2934	TU0-13801
b2935	TU0-13802
b2936	TU0-14235
b2937	TU0-6625
b2937	TU00204
b2938	TU00204
b2939	TU0-14326
b2940	TU0-8653
b2941	TU0-8654
b2942	TU0-1783
b2942	TU0-45188
b2943	TU0-7081
b2944	TU0-13804
b2945	TU00452
b2945	TU00453
b2946	TU0-13805
b2947	TU0-13805
b2948	TU0-13806
b2949	TU0-13806
b2950	TU0-8750
b2951	TU0-13807
b2952	TU0-13807
b2953	TU0-13807
b2954	TU0-13807
b2954	TU0-14491
b2955	TU0-13807
b2955	TU0-14491
b2956	TU0-13808
b2957	TU0-6569
b2957	TU00075
b2958	TU0-4
b2958	TU0-4189
b2958	TU0-4191
b2959	TU0-13809
b2960	TU0-13809
b2961	TU0-5561
b2961	TU0-5562
b2961	TU0-5567
b2961	TU0-5568
b2961	TU0-5781
b2961	TU0-5782
b2962	TU0-5561
b2962	TU0-5562
b2962	TU0-5564
b2962	TU0-5567
b2962	TU0-5568
b2962	TU0-5569
b2962	TU0-5581
b2962	TU0-5781
b2962	TU0-5782
b2963	TU0-5561
b2963	TU0-5562
b2963	TU0-5564
b2963	TU0-5568
b2963	TU0-5581
b2963	TU0-5782
b2964	TU0-5561
b2964	TU0-5562
b2964	TU0-5564
b2964	TU00129
b2965	TU00124
b2966	TU0-13810
b2967	TU00501
b2968	TU0-13811
b2969	TU0-13811
b2970	TU0-4242
b2971	TU0-13813
b2972	TU0-13814
b2974	TU0-13815
b2975	TU0-14536
b2975	TU0-1962
b2976	TU0-14536
b2976	TU0-1962
b2977	TU0-1962
b2978	TU0-1962
b2978	TU0-1962
b2979	TU0-1962
b2980	TU0-1963
b2981	TU0-14233
b2982	TU0-8836
b2983	TU0-13816
b2984	TU0-13817
b2985	TU0-13817
b2986	TU0-8752
b2987	TU0-13818
b2988	TU0-13819
b2989	TU0-8753
b2990	TU00289
b2991	TU00289
b2992	TU00289
b2993	TU00289
b2994	TU00289
b2995	TU00289
b2996	TU00289
b2997	TU00289
b2998	TU0-13820
b3001	TU0-8754
b3002	TU0-8656
b3003	TU0-14232
b3005	TU0-2562
b3005	TU00265
b3006	TU00265
b3008	TU00191
b3009	TU0-13822
b3010	TU0-8657
b3011	TU0-13823
b3012	TU0-13823
b3012	TU0-13824
b3013	TU0-13825
b3014	TU0-13826
b3016	TU0-13827
b3017	TU0-13828
b3018	TU0-13829
b3019	TU0-13830
b3020	TU0-13831
b3021	TU0-13832
b3021	TU0-14791
b3021	TU0-45150
b3021	TU0-45153
b3022	TU0-13832
b3022	TU0-14791
b3023	TU0-13833
b3024	TU0-13834
b3025	TU-8387
b3025	TU-8394
b3026	TU-8387
b3026	TU-8394
b3027	TU0-8758
b3028	TU0-13835
b3029	TU0-13836
b3030	TU0-13837
b3031	TU0-13837
b3032	TU0-13837
b3033	TU0-13837
b3034	TU0-13837
b3035	TU0-13838
b3035	TU0-14701
b3035	TU0-14702
b3035	TU0-14704
b3037	TU0-13838
b3037	TU0-14701
b3037	TU0-14702
b3037	TU0-14704
b3038	TU0-13838
b3038	TU0-14701
b3038	TU0-14702
b3038	TU0-14704
b3039	TU0-8755
b3040	TU0-8666
b3041	TU0-13839
b3042	TU0-13841
b3043	TU0-13842
b3044	TU0-13843
b3045	TU0-13843
b3047	TU0-13843
b3048	TU0-13843
b3049	TU00279
b3049	TU00420
b3050	TU0-13844
b3051	TU0-13844
b3052	TU0-13846
b3053	TU0-13847
b3054	TU0-13847
b3055	TU-8393
b3055	TU0-4192
b3056	TU-8393
b3057	TU0-3425
b3058	TU0-13848
b3059	TU0-8756
b3060	TU0-8757
b3061	TU00368
b3062	TU00368
b3063	TU00368
b3064	TU0-8571
b3065	TU00352
b3065	TU00434
b3065	TU00435
b3065	TU00472
b3066	TU00352
b3066	TU00434
b3066	TU00435
b3067	TU0-14460
b3067	TU00352
b3067	TU00434
b3067	TU00435
b3067	TU00436
b3067	TU00437
b3067	TU00438
b3068	TU0-8820
b3069	TU00502
b3070	TU0-8327
b3071	TU0-8658
b3072	TU0-1546
b3073	TU0-3341
b3073	TU0-45258
b3074	TU0-8572
b3075	TU0-13850
b3076	TU00127
b3077	TU00127
b3078	TU0-13851
b3079	TU0-13852
b3080	TU0-13852
b3081	TU0-13853
b3082	TU0-13854
b3083	TU0-13854
b3084	TU0-13855
b3085	TU0-13856
b3086	TU0-13857
b3087	TU0-13858
b3088	TU0-13859
b3089	TU0-13860
b3090	TU0-13861
b3091	TU0-14746
b3091	TU0-5021
b3092	TU0-14746
b3092	TU0-5021
b3093	TU0-14749
b3093	TU00150
b3094	TU0-42612
b3095	TU0-14286
b3095	TU0-4205
b3096	TU0-14286
b3096	TU0-4205
b3097	TU0-13863
b3098	TU0-13863
b3099	TU0-13863
b3100	TU0-13863
b3101	TU0-13864
b3102	TU0-13865
b3103	TU0-13866
b3104	TU0-13867
b3105	TU0-8573
b3106	TU0-13868
b3107	TU0-13868
b3109	TU0-13869
b3110	TU0-13869
b3111	TU0-14551
b3111	TU00125
b3113	TU0-14551
b3113	TU00125
b3114	TU0-14551
b3114	TU00125
b3115	TU0-14551
b3115	TU00125
b3116	TU0-14551
b3116	TU00125
b3117	TU0-14551
b3117	TU00125
b3118	TU00125
b3119	TU0-13870
b3120	TU0-13871
b3121	TU0-13871
b3123	TU482
b3123	TU543
b3124	TU482
b3125	TU0-42699
b3125	TU482
b3126	TU482
b3127	TU482
b3128	TU0-4461
b3129	TU0-13872
b3130	TU0-13872
b3131	TU0-6582
b3132	TU0-6581
b3133	TU0-6581
b3134	TU0-6581
b3136	TU0-6583
b3137	TU0-6583
b3138	TU0-6583
b3139	TU0-6583
b3140	TU0-6583
b3141	TU0-6583
b3142	TU0-13873
b3143	TU0-13874
b3144	TU0-13874
b3145	TU0-13874
b3146	TU0-8659
b3147	TU0-14341
b3148	TU0-14342
b3149	TU0-14343
b3150	TU-8396
b3150	TU0-6361
b3151	TU0-13875
b3152	TU0-13876
b3153	TU0-8574
b3154	TU0-8575
b3155	TU0-8576
b3156	TU0-13877
b3156	TU0-14656
b3157	TU0-13877
b3157	TU0-14656
b3158	TU0-13878
b3159	TU0-13878
b3160	TU0-13879
b3161	TU0-14288
b3161	TU00093
b3162	TU0-13880
b3162	TU0-14763
b3162	TU0-45160
b3163	TU0-13881
b3164	TU0-6223
b3164	TU0-6654
b3164	TU0-6660
b3164	TU341
b3165	TU0-6223
b3165	TU0-6660
b3165	TU0-8474
b3165	TU341
b3166	TU0-6223
b3166	TU341
b3167	TU0-6223
b3167	TU341
b3168	TU0-44225
b3168	TU0-44226
b3168	TU0-6223
b3168	TU00311
b3168	TU00517
b3168	TU341
b3169	TU0-44226
b3169	TU0-6223
b3169	TU00311
b3169	TU00517
b3169	TU341
b3170	TU0-6223
b3170	TU00311
b3170	TU00517
b3170	TU341
b3171	TU0-6223
b3171	TU0-8476
b3171	TU00517
b3171	TU341
b3171	TU343
b3172	TU0-5501
b3173	TU0-13882
b3174	TU0-14573
b3174	TU0-14574
b3174	TU00518
b3175	TU0-14328
b3175	TU0-14573
b3175	TU0-14574
b3176	TU0-13883
b3177	TU0-13883
b3178	TU00277
b3178	TU00414
b3179	TU00277
b3179	TU00414
b3180	TU0-8577
b3181	TU-8397
b3181	TU0-14794
b3182	TU0-8781
b3183	TU0-13884
b3183	TU0-42628
b3184	TU0-13884
b3184	TU0-42628
b3185	TU0-42628
b3185	TU00338
b3186	TU0-42628
b3186	TU00338
b3187	TU0-13885
b3188	TU0-13886
b3189	TU0-13887
b3189	TU0-42495
b3190	TU0-13888
b3190	TU0-42495
b3191	TU0-13889
b3191	TU0-42672
b3191	TU0-42674
b3192	TU0-13889
b3192	TU0-42672
b3192	TU0-42674
b3193	TU0-13889
b3193	TU0-42672
b3193	TU0-42674
b3194	TU0-13889
b3194	TU0-42672
b3194	TU0-42674
b3195	TU0-13889
b3195	TU0-42672
b3195	TU0-42674
b3196	TU0-14290
b3196	TU0-36430
b3197	TU0-14290
b3197	TU0-36430
b3198	TU0-14291
b3198	TU0-36430
b3198	TU0-36431
b3198	TU0-36432
b3199	TU0-14291
b3199	TU0-36430
b3199	TU0-36431
b3199	TU0-36432
b3200	TU0-14291
b3200	TU0-14292
b3200	TU0-36430
b3200	TU0-36431
b3200	TU0-36432
b3200	TU0-36433
b3201	TU-8398
b3201	TU0-14291
b3201	TU0-14292
b3201	TU0-36430
b3201	TU0-36431
b3201	TU0-36432
b3201	TU0-36433
b3202	TU-8398
b3202	TU00487
b3203	TU-8398
b3203	TU00487
b3204	TU-8398
b3204	TU00487
b3205	TU-8398
b3205	TU00487
b3206	TU00487
b3207	TU0-7781
b3208	TU0-13890
b3210	TU0-5621
b3211	TU0-13891
b3212	TU0-45182
b3212	TU00182
b3213	TU0-45182
b3213	TU00182
b3214	TU0-45146
b3214	TU0-45182
b3214	TU00182
b3215	TU0-13892
b3216	TU0-13892
b3218	TU0-8832
b3219	TU0-13893
b3220	TU0-13894
b3221	TU0-1601
b3222	TU0-1601
b3223	TU0-1601
b3224	TU0-1601
b3225	TU0-1601
b3225	TU0-42543
b3226	TU0-13895
b3227	TU0-1902
b3227	TU0-8761
b3228	TU00361
b3229	TU00361
b3230	TU0-42202
b3230	TU00336
b3231	TU00336
b3232	TU0-13896
b3233	TU0-13897
b3234	TU0-13898
b3234	TU0-42560
b3235	TU0-13898
b3235	TU0-42561
b3236	TU0-14745
b3236	TU00108
b3237	TU0-3501
b3237	TU00007
b3238	TU0-13899
b3239	TU0-13900
b3240	TU0-13901
b3241	TU0-13901
b3242	TU0-13901
b3243	TU0-8759
b3244	TU0-13902
b3246	TU0-13903
b3247	NA
b3248	NA
b3249	TU0-14386
b3249	TU0-14387
b3249	TU0-14532
b3249	TU00304
b3250	TU0-14386
b3250	TU0-14387
b3250	TU0-14532
b3250	TU00304
b3251	TU0-14386
b3251	TU0-14387
b3251	TU0-14388
b3251	TU0-14389
b3251	TU0-14390
b3251	TU00304
b3252	TU0-13904
b3253	TU0-8578
b3255	TU0-42603
b3255	TU00231
b3256	TU0-42603
b3256	TU00231
b3257	TU00314
b3258	TU00314
b3259	TU00314
b3260	TU00021
b3261	TU00021
b3262	TU0-13905
b3263	TU0-13906
b3264	TU0-8792
b3265	TU00234
b3266	TU00234
b3267	TU0-13907
b3269	TU0-3622
b3270	TU0-3622
b3271	TU0-3622
b3272	TU0-1191
b3272	TU0-1192
b3272	TU0-45227
b3273	TU0-1191
b3273	TU0-1192
b3273	TU0-45227
b3274	TU0-1191
b3274	TU0-1192
b3274	TU0-45227
b3275	TU0-1191
b3275	TU0-1192
b3275	TU0-45227
b3276	TU0-1191
b3276	TU0-1192
b3276	TU0-45227
b3277	TU0-1191
b3277	TU0-1192
b3277	TU0-45227
b3278	TU0-1191
b3278	TU0-1192
b3278	TU0-45227
b3279	TU0-8660
b3280	TU0-7281
b3281	TU0-7281
b3282	TU0-7281
b3283	TU0-7281
b3284	TU0-14274
b3286	TU0-7282
b3287	TU00258
b3288	TU00258
b3289	TU0-14355
b3290	TU0-13908
b3291	TU0-13909
b3292	TU0-13911
b3293	TU0-13911
b3294	TU0-14658
b3294	TU00349
b3295	TU0-14658
b3295	TU00349
b3296	TU0-14658
b3296	TU00349
b3297	TU0-14658
b3297	TU00349
b3298	TU0-14658
b3298	TU00349
b3299	TU00337
b3300	TU00337
b3301	TU00337
b3302	TU00337
b3303	TU00337
b3304	TU00337
b3305	TU00337
b3306	TU00337
b3307	TU00337
b3308	TU00337
b3309	TU00337
b3310	TU00337
b3311	TU00347
b3312	TU00347
b3313	TU00347
b3314	TU00347
b3315	TU00347
b3316	TU00347
b3317	TU00347
b3318	TU00347
b3319	TU00347
b3320	TU00347
b3321	TU00347
b3322	TU-8433
b3322	TU0-14375
b3322	TU0-14376
b3322	TU0-14377
b3323	TU-8433
b3323	TU0-14375
b3323	TU0-14376
b3323	TU0-14377
b3324	TU0-13913
b3324	TU0-14373
b3324	TU0-14374
b3325	TU0-13913
b3325	TU0-14373
b3325	TU0-14374
b3326	TU0-13913
b3326	TU0-14373
b3326	TU0-14374
b3327	TU0-13913
b3327	TU0-14373
b3327	TU0-14374
b3328	TU0-13913
b3328	TU0-14373
b3328	TU0-14374
b3329	TU0-13913
b3329	TU0-14373
b3329	TU0-14374
b3330	TU0-13913
b3330	TU0-14373
b3330	TU0-14374
b3331	TU0-13913
b3331	TU0-14373
b3331	TU0-14374
b3332	TU0-13913
b3332	TU0-14373
b3332	TU0-14374
b3333	TU0-13913
b3333	TU0-14373
b3333	TU0-14374
b3334	TU0-13913
b3334	TU0-14373
b3334	TU0-14374
b3335	TU0-13913
b3335	TU0-14373
b3335	TU0-14374
b3336	TU0-13914
b3337	TU0-13914
b3338	TU0-3141
b3339	TU0-14519
b3339	TU0-36426
b3339	TU0-5121
b3339	TU00348
b3340	TU0-5121
b3340	TU00348
b3341	TU00348
b3342	TU00348
b3343	TU0-13915
b3343	TU0-14661
b3344	TU0-13915
b3344	TU0-14661
b3345	TU0-13915
b3345	TU0-14661
b3346	TU0-13915
b3346	TU0-14661
b3347	TU0-1063
b3347	TU0-1064
b3348	TU0-8512
b3349	TU0-13917
b3350	TU0-13918
b3351	TU0-13918
b3352	TU0-13919
b3353	TU0-13919
b3354	TU0-13919
b3355	TU0-13920
b3356	TU00478
b3357	TU0-14396
b3357	TU0-14398
b3357	TU00119
b3358	TU0-14308
b3359	TU00111
b3360	TU0-6554
b3360	TU0-6885
b3361	TU0-6885
b3362	TU0-6885
b3363	TU00463
b3363	TU00464
b3363	TU00465
b3363	TU00466
b3364	TU0-13922
b3365	TU00046
b3366	TU00046
b3367	TU00046
b3368	TU0-0
b3368	TU0-6
b3368	TU00046
b3369	TU0-13923
b3370	TU0-8346
b3371	TU0-8346
b3373	TU0-8346
b3374	TU0-8346
b3375	TU0-44199
b3375	TU0-44200
b3375	TU0-8346
b3376	TU0-13924
b3377	TU0-13924
b3378	TU0-13924
b3379	TU0-13924
b3380	TU0-13924
b3381	TU0-13924
b3382	TU0-13925
b3383	TU0-13925
b3384	TU0-8862
b3384	TU872
b3384	TU873
b3384	TU874
b3384	TU875
b3384	TU876
b3384	TU877
b3385	TU872
b3385	TU873
b3385	TU874
b3385	TU875
b3385	TU876
b3385	TU877
b3386	TU872
b3386	TU873
b3386	TU874
b3386	TU875
b3386	TU876
b3386	TU877
b3387	TU872
b3387	TU873
b3387	TU874
b3387	TU875
b3387	TU876
b3388	TU872
b3388	TU873
b3388	TU874
b3389	TU872
b3389	TU873
b3390	TU872
b3390	TU873
b3391	TU0-13926
b3392	TU0-13927
b3393	TU0-13927
b3394	TU0-13927
b3395	TU0-13927
b3396	TU0-8822
b3397	TU0-8815
b3398	TU0-13928
b3399	TU0-13929
b3400	TU0-13929
b3400	TU0-14479
b3401	TU0-13930
b3401	TU0-14479
b3402	TU0-8579
b3403	TU00141
b3404	TU00177
b3404	TU161
b3404	TU162
b3404	TU163
b3405	TU00177
b3405	TU161
b3405	TU162
b3405	TU163
b3406	TU0-13931
b3407	TU0-13932
b3408	TU00269
b3409	TU00269
b3410	TU00269
b3411	TU0-13933
b3412	TU0-8772
b3413	TU0-4981
b3414	TU0-14478
b3414	TU0-4981
b3414	TU0-8481
b3415	TU0-4927
b3415	TU0-4928
b3415	TU00229
b3416	TU-8414
b3416	TU00039
b3417	TU00039
b3418	TU00091
b3420	TU61
b3421	TU61
b3422	TU0-8341
b3423	TU401
b3423	TU402
b3423	TU403
b3423	TU404
b3424	TU401
b3424	TU402
b3425	TU401
b3426	TU00031
b3427	TU0-13934
b3428	TU0-14302
b3428	TU0-36417
b3428	TU00122
b3428	TU00469
b3428	TU00470
b3429	TU0-14302
b3429	TU0-36417
b3429	TU00122
b3429	TU00469
b3429	TU00470
b3430	TU0-14302
b3430	TU00122
b3430	TU00469
b3430	TU00470
b3431	TU0-14302
b3432	TU0-14302
b3433	TU0-13935
b3434	TU0-8580
b3435	TU0-42252
b3435	TU0-4881
b3435	TU00228
b3437	TU0-42512
b3437	TU0-4881
b3437	TU00228
b3438	TU0-4521
b3438	TU0-4522
b3438	TU0-4523
b3438	TU0-4881
b3439	TU0-13936
b3440	TU0-13937
b3441	TU0-7662
b3442	TU0-13940
b3444	TU0-13940
b3445	TU0-13940
b3446	TU0-13941
b3447	TU0-8802
b3448	TU0-8582
b3449	TU0-5981
b3449	TU0-5982
b3450	TU0-5981
b3450	TU0-5982
b3451	TU0-5981
b3451	TU0-5982
b3452	TU0-5981
b3452	TU0-5982
b3453	TU0-5981
b3453	TU0-5982
b3454	TU00184
b3454	TU00457
b3455	TU00184
b3455	TU00457
b3456	TU00184
b3456	TU00457
b3457	TU00184
b3457	TU00457
b3458	TU00184
b3458	TU00457
b3459	TU0-8583
b3460	TU00183
b3461	TU0-45218
b3461	TU00083
b3461	TU00084
b3461	TU00426
b3461	TU00427
b3461	TU221
b3462	TU00278
b3463	TU00278
b3464	TU00278
b3465	TU0-13942
b3466	TU0-13942
b3467	TU0-8584
b3468	TU0-13943
b3469	TU0-4623
b3470	TU0-8510
b3471	TU0-13944
b3472	TU0-13945
b3473	TU0-8585
b3474	TU0-13946
b3475	TU0-13947
b3476	TU0-14783
b3476	TU00308
b3477	TU0-14783
b3477	TU00308
b3478	TU0-14783
b3478	TU00308
b3479	TU0-14783
b3479	TU00308
b3480	TU0-14783
b3480	TU00308
b3481	TU0-14783
b3481	TU00308
b3481	TU685
b3482	TU0-13948
b3483	TU0-13949
b3484	TU0-13951
b3485	TU0-13952
b3486	TU0-13952
b3487	TU0-13952
b3488	TU0-13953
b3491	TU0-8586
b3492	TU0-8587
b3493	TU0-8491
b3494	TU0-1198
b3495	TU00431
b3495	TU00432
b3495	TU00433
b3496	TU0-13956
b3497	TU0-13957
b3498	TU0-13957
b3499	TU0-13958
b3500	TU0-14
b3500	TU0-45208
b3501	TU00239
b3502	TU00239
b3503	TU00239
b3505	TU0-8833
b3506	TU00096
b3507	TU00096
b3508	TU0-13962
b3508	TU0-45242
b3508	TU00282
b3509	TU0-45242
b3509	TU00282
b3510	TU0-45242
b3510	TU00282
b3511	TU0-45279
b3511	TU0-4903
b3512	TU0-14736
b3512	TU0-14742
b3512	TU0-4901
b3512	TU0-5682
b3513	TU0-13964
b3513	TU0-14697
b3513	TU0-14698
b3513	TU0-14742
b3513	TU0-5682
b3514	TU0-13964
b3514	TU0-14697
b3514	TU0-14698
b3514	TU0-14742
b3514	TU0-5682
b3515	TU0-14433
b3515	TU0-14718
b3515	TU0-14719
b3516	TU0-14433
b3516	TU0-2261
b3516	TU0-45268
b3516	TU586
b3517	TU0-45268
b3517	TU586
b3518	TU0-13965
b3519	TU0-8360
b3520	TU0-8588
b3521	TU0-13966
b3522	TU0-13967
b3523	TU0-13968
b3524	TU0-13969
b3525	TU0-1549
b3526	TU0-7301
b3527	TU-8417
b3528	TU0-1461
b3529	TU0-13971
b3530	TU0-8365
b3531	TU0-8354
b3531	TU0-8365
b3532	TU0-8354
b3532	TU0-8365
b3533	TU0-8365
b3535	TU0-14316
b3536	TU0-13972
b3537	TU0-13972
b3538	TU0-13972
b3539	TU0-13974
b3540	TU00262
b3541	TU00262
b3542	TU00262
b3543	TU00262
b3544	TU00262
b3545	TU00519
b3546	TU0-13975
b3546	TU0-45247
b3547	TU0-42492
b3548	TU0-13977
b3549	TU0-13978
b3550	TU0-13978
b3551	TU0-8773
b3552	TU0-13979
b3553	TU0-13980
b3554	TU0-8589
b3555	TU0-8145
b3556	TU0-1581
b3556	TU0-1582
b3557	TU0-14385
b3558	TU0-8262
b3559	TU00281
b3560	TU00281
b3561	TU0-8590
b3562	TU0-13982
b3563	TU0-13983
b3564	TU67
b3565	TU67
b3566	TU00374
b3567	TU00374
b3568	TU00374
b3569	TU00374
b3569	TU68
b3570	TU0-14231
b3571	TU00137
b3572	TU0-13984
b3573	TU0-13985
b3574	TU368
b3575	TU0-14454
b3575	TU592
b3576	TU0-14454
b3576	TU592
b3577	TU0-14454
b3577	TU592
b3578	TU0-14454
b3578	TU592
b3579	TU0-14454
b3579	TU592
b3580	TU0-14454
b3580	TU592
b3581	TU0-14454
b3581	TU592
b3582	TU0-14454
b3582	TU592
b3583	TU0-14454
b3583	TU592
b3584	TU0-8591
b3585	TU0-8592
b3586	TU0-13986
b3587	TU0-13986
b3588	TU00138
b3589	TU0-13987
b3590	TU00355
b3591	TU00355
b3592	TU0-13988
b3593	TU0-13989
b3594	TU0-13989
b3594	TU0-14555
b3596	TU0-13991
b3597	TU0-13992
b3598	TU0-13992
b3599	TU00193
b3600	TU00193
b3601	TU00193
b3602	TU0-13993
b3603	TU164
b3604	TU164
b3605	TU164
b3606	TU0-13994
b3607	TU0-6501
b3608	TU0-13995
b3608	TU0-42596
b3609	TU0-13995
b3609	TU0-42596
b3610	TU0-13996
b3610	TU0-42596
b3611	TU0-13997
b3611	TU0-42596
b3612	TU0-13998
b3612	TU0-42455
b3613	TU0-13998
b3613	TU0-42455
b3614	TU0-13998
b3614	TU0-42455
b3615	TU0-13999
b3615	TU0-42498
b3616	TU00225
b3617	TU00225
b3618	TU0-14000
b3619	TU0-4181
b3619	TU0-4182
b3619	TU0-4183
b3619	TU00329
b3620	TU0-4181
b3620	TU0-4182
b3620	TU0-4183
b3620	TU00329
b3621	TU0-4181
b3621	TU0-4182
b3621	TU0-4183
b3621	TU00329
b3622	TU0-4181
b3622	TU0-4182
b3622	TU0-4183
b3622	TU00329
b3623	TU0-14525
b3623	TU0-7161
b3623	TU0-7162
b3624	TU0-14525
b3624	TU0-14744
b3624	TU0-7161
b3624	TU0-7162
b3625	TU0-14744
b3625	TU0-7161
b3625	TU0-7162
b3626	TU0-7161
b3626	TU0-7162
b3627	TU0-7161
b3627	TU0-7162
b3628	TU0-7161
b3628	TU0-7162
b3629	TU0-7161
b3629	TU0-7162
b3630	TU0-7161
b3630	TU0-7162
b3631	TU0-7161
b3631	TU0-7162
b3632	TU0-7161
b3632	TU0-7162
b3633	TU0-7163
b3633	TU0-7164
b3633	TU00293
b3634	TU00293
b3635	TU0-5522
b3635	TU0-5523
b3635	TU0-5543
b3635	TU0-8355
b3636	TU0-5522
b3636	TU0-5543
b3636	TU0-5601
b3636	TU00339
b3637	TU0-5522
b3637	TU0-5543
b3637	TU0-5601
b3637	TU00339
b3638	TU0-5522
b3638	TU0-5601
b3639	TU0-14356
b3640	TU0-8321
b3641	TU0-8321
b3642	TU00334
b3643	TU0-14696
b3643	TU00334
b3644	TU0-14001
b3645	TU0-14002
b3646	TU0-14003
b3647	TU0-8847
b3648	TU0-14004
b3649	TU00344
b3650	TU00344
b3651	TU00344
b3652	TU0-42470
b3652	TU00344
b3653	TU0-8804
b3654	TU0-14005
b3655	TU0-14006
b3656	TU-8434
b3657	TU-8434
b3658	TU0-14007
b3659	TU0-14008
b3660	TU0-14009
b3661	TU0-8817
b3662	TU0-14010
b3663	TU0-14011
b3664	TU0-14012
b3665	TU0-8765
b3666	TU00130
b3667	TU0-14764
b3667	TU00371
b3668	TU0-14764
b3668	TU0-44221
b3668	TU00371
b3669	TU0-14764
b3669	TU00371
b3670	TU0-14764
b3670	TU00032
b3671	TU0-14764
b3671	TU00032
b3672	TU0-14764
b3672	TU0-42513
b3672	TU00032
b3673	TU0-14013
b3674	TU0-14014
b3675	TU0-14014
b3676	TU0-14014
b3677	TU0-8595
b3678	TU0-14015
b3679	TU0-14015
b3680	TU0-8596
b3682	TU0-14016
b3683	TU0-14016
b3684	TU0-8597
b3685	TU0-14017
b3686	TU0-5001
b3686	TU00407
b3687	TU00407
b3688	TU0-6003
b3689	TU0-8598
b3690	TU0-42468
b3690	TU0-8599
b3691	TU0-14018
b3692	TU0-14018
b3692	TU0-14018
b3693	TU0-14018
b3695	TU0-14018
b3696	TU0-8600
b3697	TU0-14019
b3698	TU0-14020
b3699	TU0-2603
b3699	TU0-45206
b3700	TU0-1193
b3700	TU0-1194
b3700	TU0-1195
b3700	TU0-1196
b3700	TU0-3301
b3700	TU0-3302
b3700	TU0-45187
b3700	TU0-45196
b3700	TU0-45267
b3700	TU00259
b3700	TU593
b3701	TU0-1193
b3701	TU0-1194
b3701	TU0-1195
b3701	TU0-1196
b3701	TU0-45187
b3701	TU0-45196
b3701	TU0-45267
b3701	TU00259
b3701	TU593
b3702	TU00259
b3702	TU593
b3703	TU00340
b3703	TU682
b3703	TU743
b3704	TU00340
b3704	TU682
b3704	TU743
b3705	NA
b3706	TU0-14021
b3707	TU0-42514
b3707	TU00085
b3708	TU0-45291
b3708	TU00085
b3709	TU0-45291
b3709	TU00085
b3710	TU0-14022
b3711	TU0-14023
b3712	TU-8419
b3713	TU-8419
b3714	TU0-8601
b3715	TU0-14025
b3716	TU0-14026
b3716	TU0-36404
b3717	TU0-14027
b3717	TU0-36404
b3718	TU0-14028
b3719	TU0-14028
b3720	TU0-14028
b3721	TU0-4802
b3722	TU0-4802
b3723	TU0-42515
b3723	TU0-42564
b3723	TU0-4802
b3724	TU0-14694
b3724	TU0-36418
b3724	TU0-36419
b3724	TU0-36420
b3724	TU0-45204
b3724	TU0-45216
b3724	TU0-45237
b3724	TU00202
b3725	TU0-14694
b3725	TU0-36418
b3725	TU0-36419
b3725	TU0-45204
b3725	TU0-45216
b3725	TU0-45237
b3725	TU00202
b3726	TU0-14693
b3726	TU0-36418
b3726	TU0-45204
b3726	TU0-45214
b3726	TU0-45216
b3726	TU00202
b3727	TU0-14693
b3727	TU0-36418
b3727	TU0-45204
b3727	TU0-45214
b3727	TU0-45216
b3727	TU00202
b3728	TU0-14692
b3728	TU0-14693
b3728	TU0-45214
b3728	TU0-45215
b3728	TU0-45216
b3728	TU00202
b3729	TU00280
b3729	TU00488
b3730	TU00280
b3730	TU00488
b3731	TU0-6635
b3731	TU0-6636
b3731	TU00243
b3732	TU0-6635
b3732	TU0-6636
b3732	TU00243
b3733	TU0-6635
b3733	TU0-6636
b3733	TU00243
b3734	TU0-6635
b3734	TU0-6636
b3734	TU00243
b3735	TU0-6635
b3735	TU0-6636
b3735	TU00243
b3736	TU0-6635
b3736	TU0-6636
b3736	TU00243
b3737	TU0-6635
b3737	TU0-6636
b3737	TU00243
b3738	TU0-6635
b3738	TU0-6636
b3738	TU00243
b3739	TU00243
b3740	TU0-14029
b3740	TU0-42479
b3740	TU0-45168
b3741	TU0-14029
b3741	TU0-14263
b3741	TU0-45168
b3742	TU0-14030
b3742	TU0-14262
b3742	TU0-14263
b3743	TU0-14262
b3743	TU0-14263
b3743	TU00113
b3744	TU00112
b3745	TU0-14031
b3746	TU0-14031
b3747	TU0-14032
b3747	TU0-14662
b3747	TU0-14663
b3748	TU00206
b3749	TU00206
b3750	TU00206
b3751	TU00206
b3752	TU00206
b3753	TU00206
b3754	TU0-14033
b3755	TU0-14033
b3756	TU0-1183
b3756	TU0-1184
b3756	TU0-45209
b3757	TU0-1183
b3757	TU0-1184
b3757	TU0-45209
b3758	TU0-1183
b3758	TU0-1184
b3758	TU0-45209
b3759	TU0-1183
